SC2,SC3,SC4,B2b,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_11,E1_12,E1_13,E1_14,E1_15,E1_16,E1_15_TEXT,E2,E3,E3_TEXT,E8,E8a,E7,H1,H3_1,H3_2,H3_3,H3_4,H3_5,H3_6,H3_7,H7_1,H7_2,H7_3,H7_4,H7_5,H7_5_TEXT,H8,H9New,H10,H11,H12,Z1,Z5,Z5_TEXT,Z10,WEIGHT
2,2,4305,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,1,5,,1,,5,1,1,0,0,1,0,1,0,0,0,0,1,0,,1,4,1,4,2,3,6,,2,0.94
2,2,4213,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,,8,3,,1,,3,1,1,1,0,1,0,1,0,1,0,1,1,0,,1,3,1,3,3,6,2,,2,0.94
2,2,4212,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,6,3,,1,,3,2,0,0,0,0,1,0,0,0,0,0,0,0,,1,3,1,3,3,3,1,,1,0.94
2,2,4207,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,0,1,0,0,0,0,0,0,,2,6,2,,,3,4,,2,0.94
2,2,4207,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,99,0,1,1,1,1,0,0,0,0,0,0,0,,1,4,2,,,2,97,single mother,2,0.94
2,2,4131,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,99,0,0,0,0,0,0,1,0,0,0,0,0,,99,6,1,,,3,2,,2,0.94
2,2,4108,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,,2,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,1,2,1,1,5,1,,2,0.94
2,2,4108,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,,2,3,1,99,0,0,0,0,0,0,1,0,0,0,0,0,,99,1,2,1,1,3,5,,2,0.94
2,2,4067,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,1,4,,1,,4,2,0,0,0,1,0,1,0,0,0,0,0,0,,1,4,1,4,4,6,2,,1,0.94
2,2,4059,3,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,,7,3,,1,,3,2,0,0,0,1,1,1,0,0,0,0,0,0,,1,3,1,3,3,6,2,,2,0.94
2,2,4054,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,12,3,,2,2,4,2,0,1,0,1,0,1,0,0,0,0,0,0,,1,4,2,4,4,3,1,,2,0.94
7,2,4560,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,3,1,,,6,8,,2,1.02
7,2,4509,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,9,2,,1,,5,2,0,1,0,0,1,0,0,0,0,0,0,0,,1,6,1,4,3,4,3,,2,1.02
7,2,4270,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6,3,,1,,4,2,0,0,0,0,1,0,0,0,0,0,0,0,,1,6,1,3,3,6,3,,2,1.02
7,2,4218,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,5,99,0,1,0,0,0,0,0,0,0,0,0,0,,1,5,1,4,4,6,8,,2,1.02
7,2,4208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,,,5,8,,2,1.02
7,2,4159,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,6,1,4,4,6,3,,2,1.02
7,2,4154,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,99,1,1,1,1,0,0,0,0,0,0,0,1,through Centrelink,1,5,1,,,6,97,Three generations - I live with my daughter and her three children,2,1.02
7,2,4118,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,1,0,0,0,0,0,0,0,0,,2,3,1,,,6,8,,2,1.02
7,2,4118,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,4,1,4,3,6,8,,2,1.02
7,2,4108,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,1,0,0,0,0,0,0,0,0,,99,4,1,4,4,6,8,,2,1.02
7,2,4054,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,1,0,0,0,0,0,0,0,0,,1,4,1,,,6,8,,2,1.02
7,2,4051,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,3,2,0,0,0,1,0,0,0,0,0,0,0,0,,99,3,1,3,3,6,8,,1,1.02
7,2,4035,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,1,1,0,0,0,0,0,0,0,0,,1,4,2,,,6,8,,2,1.02
7,2,4650,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,9,2,,1,,5,2,0,1,0,0,0,1,0,0,0,0,0,0,,99,5,1,4,4,6,1,,2,1.04
7,2,4615,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,5,2,5,5,6,8,,1,1.04
7,2,4350,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,99,1,1,1,0,1,0,0,0,1,0,0,0,,1,3,1,,,6,8,,2,1.04
7,2,4350,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,1,0,0,1,0,0,0,0,0,0,,1,4,1,4,4,5,8,,2,1.04
7,2,4347,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,1,0,0,0,0,0,0,0,0,0,,1,3,1,4,3,6,97,"mother, daughter and grandaughter sharing house",2,1.04
7,2,4341,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,8,3,,1,,4,2,0,0,0,0,0,1,0,0,0,0,0,0,,1,4,1,4,4,6,8,,2,1.04
7,2,4300,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,9,3,,1,,5,2,0,0,0,1,0,0,0,0,0,0,0,0,,1,5,1,4,4,6,8,,2,1.04
7,2,4075,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,,,6,8,,1,1.04
5,2,4701,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,5,,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,4,2,2,2,6,7,,1,1.12
5,2,4701,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,8,3,,1,,4,2,0,1,0,0,0,1,0,0,0,0,0,0,,1,3,2,4,4,6,8,,2,1.12
5,2,4350,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,3,99,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,3,3,6,7,,1,1.12
5,2,4350,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,cancel rego,15,5,,1,,5,1,1,0,0,0,0,0,0,0,1,0,0,0,,2,6,1,3,3,6,3,,2,1.12
2,2,4740,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,3,2,1,3,,1,1.24
6,2,4510,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,6,1,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,2,1,2,2,4,8,,2,1.26
6,2,4215,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,2,1,4,99,0,1,1,0,0,1,0,0,0,0,0,0,,1,4,1,4,3,6,8,,2,1.26
6,2,4178,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,applied for disibility parking permit,15,97,at council office,1,,5,2,0,0,1,1,0,1,0,0,0,0,0,0,,99,4,1,4,4,6,2,,2,1.26
6,2,4114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,99,2,1,,,6,8,,2,1.26
6,2,4109,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,1,1,1,1,0,0,0,0,0,0,,1,4,1,,,5,8,,2,1.26
6,2,4037,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,5,3,,1,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,1,2,6,8,,2,1.26
6,2,4017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,1,1,0,1,0,0,0,0,0,0,,1,3,1,,,6,8,,2,1.26
6,2,4017,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,5,2,1,1,1,1,1,1,0,0,1,0,0,0,,1,4,1,4,4,6,8,,2,1.26
5,2,4152,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,1,0,1,0,0,0,0,0,0,,1,4,1,4,3,6,6,,2,2.31
5,2,4123,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,6,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,4,3,4,6,,1,2.31
5,2,4113,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,3,3,6,8,,2,2.31
5,2,4036,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,8,97,can't remember,1,,3,2,0,1,0,1,0,0,0,0,0,0,0,0,,1,3,1,3,3,6,8,,2,2.31
5,2,4019,4,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,,8,3,,1,,5,2,1,1,0,1,0,0,0,0,1,0,0,0,,1,4,1,4,3,6,6,,2,2.31
5,2,127,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,8,1,,1,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,2,2,2,2,6,6,,2,2.31
7,1,4879,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,4,1,4,4,6,8,,2,0.54
7,1,4878,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,0,1,1,0,0,0,0,0,0,,1,3,1,4,3,6,8,,2,0.54
7,1,4870,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,4,4,6,3,,2,0.54
7,1,4870,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Paid a registration fee to Fair Trading,15,2,,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,,2,3,2,1,1,6,3,,2,0.54
7,1,4869,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,0,0,1,0,0,0,0,0,0,,2,4,1,4,4,4,8,,2,0.54
7,1,4865,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,4,2,0,0,0,0,1,0,0,0,0,0,0,0,,99,2,1,2,1,6,8,,2,0.54
7,1,4865,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,5,5,,1,,4,2,0,0,0,0,1,0,0,0,0,0,0,0,,1,3,1,3,3,6,8,,2,0.54
7,1,4817,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,4,2,0,0,1,0,0,1,0,0,0,0,0,0,,1,3,1,4,3,6,8,,2,0.54
7,1,4815,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,5,1,5,5,6,8,,2,0.54
7,1,4815,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,3,3,6,1,,2,0.54
7,1,4815,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,1,0,0,0,0,0,0,,1,4,1,4,3,6,8,,2,0.54
7,1,4814,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,5,4,,1,,4,2,0,0,0,0,0,1,0,0,0,0,0,0,,1,3,1,4,3,6,3,,2,0.54
7,1,4814,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,5,3,,1,,4,2,0,1,0,1,0,1,0,0,0,0,0,0,,1,4,1,4,4,6,8,,2,0.54
7,1,4812,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,4,2,1,0,1,0,1,1,0,0,1,0,0,0,,1,3,1,3,3,6,8,,2,0.54
7,1,4812,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,4,2,0,0,1,1,0,1,0,0,0,0,0,0,,1,2,1,3,3,6,3,,2,0.54
7,1,4812,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,3,2,0,1,0,0,1,0,0,0,0,0,0,0,,1,3,1,3,3,6,8,,2,0.54
7,1,4812,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,complained about a barking dog,11,5,,1,,5,1,1,0,0,0,1,1,0,0,1,0,0,0,,1,2,2,4,3,4,8,,2,0.54
7,1,4810,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,2,2,,,4,3,,2,0.54
7,1,4805,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,1,0,1,0,0,0,0,0,0,0,,1,3,1,,,5,8,,2,0.54
7,1,4802,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,6,1,4,4,6,8,,2,0.54
7,1,4802,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,0,1,0,0,1,0,0,0,0,0,0,,1,4,1,4,4,4,8,,2,0.54
7,1,4741,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,8,5,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,3,3,6,8,,2,0.54
7,1,4740,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,3,1,0,0,0,0,0,0,1,0,1,0,0,0,,1,1,1,2,3,6,8,,2,0.54
7,1,4740,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,4,5,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,99,3,1,4,3,6,8,,2,0.54
7,1,4737,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,1,0,0,0,0,0,0,0,0,0,,2,2,1,3,3,5,3,,2,0.54
7,1,4702,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,1,,1,,5,2,0,1,1,0,0,1,0,0,0,0,0,0,,2,3,1,4,3,6,8,,2,0.54
7,1,4702,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,1,0,1,1,0,1,0,0,0,1,0,0,0,,1,4,2,3,3,6,8,,2,0.54
7,1,4701,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,99,0,0,0,1,0,0,0,0,0,0,0,0,,1,3,1,4,3,6,8,,2,0.54
7,1,4700,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,5,4,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,5,1,5,5,6,8,,2,0.54
7,1,4700,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,Car registration transfer,15,5,,1,,5,2,0,0,1,1,0,1,0,0,0,0,0,0,,1,5,1,5,4,4,8,,2,0.54
7,1,4680,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,1,1,0,0,1,1,0,0,1,0,0,0,,1,4,1,,,6,8,,2,0.54
7,1,4680,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,3,,1,,4,2,0,0,0,0,1,1,0,0,0,0,0,0,,1,3,1,3,4,6,7,,2,0.54
7,1,4680,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,99,0,0,0,0,1,1,0,0,0,0,0,0,,1,3,1,4,3,6,7,,2,0.54
7,1,4670,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,3,2,0,1,0,0,0,1,0,0,0,0,0,0,,1,1,2,1,2,6,7,,2,0.54
7,1,4670,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,97,at Police Station,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,4,4,6,8,,2,0.54
7,1,4670,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,99,3,1,3,4,6,8,,2,0.54
7,1,4670,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,4,4,6,8,,2,0.54
7,1,4670,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,1,0,0,0,0,0,0,0,,99,4,1,,,5,8,,2,0.54
7,1,4670,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,4,2,4,3,5,8,,2,0.54
7,1,4655,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,4,3,6,8,,2,0.54
7,1,4655,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,2,2,3,3,6,8,,2,0.54
7,1,4655,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,2,4,5,5,8,,2,0.54
7,1,4655,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,6,1,,,3,8,,2,0.54
7,1,4650,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,1,0,0,0,0,0,0,0,0,0,,1,4,1,,,6,6,,1,0.54
7,1,4650,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,9,3,,1,,5,1,1,1,0,1,1,0,0,0,1,0,0,0,,1,3,1,4,4,5,8,,2,0.54
7,1,4650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,1,1,,,5,8,,2,0.54
7,1,4650,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,3,5,,2,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,3,1,4,4,6,8,,2,0.54
7,1,4650,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,4,97,new car,1,,4,2,0,0,0,0,0,1,0,0,0,0,0,0,,1,4,1,4,4,5,8,,2,0.54
7,1,4650,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,5,2,0,1,1,0,0,1,0,0,0,0,0,0,,2,3,2,3,3,6,97,"separated, living under the same roof",2,0.54
7,1,4650,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,5,,1,,5,2,0,1,0,0,0,1,0,0,0,0,0,0,,99,3,1,3,3,6,3,,2,0.54
7,1,4650,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,97,automatic PD,1,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,,99,2,1,2,3,6,8,,2,0.54
7,1,4650,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,10,5,,1,,5,2,0,1,0,0,1,1,0,0,0,0,0,0,,1,4,1,4,3,6,8,,2,0.54
7,1,4650,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,1,1,1,0,1,0,0,0,0,1,0,0,0,,1,4,1,,,5,8,,2,0.54
7,1,4650,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,1,1,0,0,0,0,0,0,0,0,,1,6,1,4,3,6,97,"couple, kids moved out",2,0.54
7,1,4625,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,1,,1,,3,2,0,0,1,0,0,1,0,0,0,0,0,0,,2,3,1,3,3,6,8,,2,0.54
7,1,4614,99,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,4,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,99,3,1,4,4,6,8,,1,0.54
7,1,4580,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Applied for travel payment,15,97,"on-line, doctors referral, personal remittance",2,1,4,2,0,1,1,1,1,1,0,0,0,0,0,0,,2,1,1,1,1,6,8,,2,0.54
7,1,4570,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,vehicle permit,15,5,,2,1,5,2,0,1,0,0,1,0,0,0,0,0,0,0,,1,4,1,4,4,6,2,,2,0.54
7,1,4352,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,6,1,5,5,6,8,,2,0.54
7,1,4350,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,5,2,1,1,0,0,0,1,0,0,1,0,0,0,,1,4,1,4,3,6,7,,2,0.54
7,1,4350,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,2,1,2,1,6,8,,2,0.54
7,1,4350,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,99,4,1,4,4,6,7,,2,0.54
7,1,4350,5,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Paid license fee for Non Profit,5,3,,1,,4,2,1,1,0,1,0,0,0,0,1,0,0,0,,1,4,1,4,4,6,8,,2,0.54
7,1,4350,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,3,,1,,5,1,1,1,0,0,0,1,0,0,1,0,0,0,,1,5,1,5,4,6,3,,2,0.54
7,1,4350,99,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,5,97,Bpay,1,,5,2,0,0,1,0,0,1,0,0,0,0,0,0,,1,4,1,4,4,6,8,,2,0.54
7,1,4304,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,0,0,0,1,0,0,0,0,0,0,,99,3,2,4,3,6,8,,2,0.54
7,1,4304,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,0,1,0,1,0,0,0,0,0,0,,1,4,1,4,3,6,8,,2,0.54
7,1,4301,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,99,0,0,1,1,0,0,0,0,0,0,0,0,,1,3,2,2,3,6,8,,2,0.54
7,1,4301,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,99,4,1,4,4,6,8,,2,0.54
7,1,4301,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,4,4,6,8,,2,0.54
7,1,4300,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,99,4,1,4,4,6,8,,2,0.54
7,1,4300,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,3,3,6,8,,2,0.54
7,1,4300,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,9,3,,1,,5,99,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,2,5,4,6,8,,2,0.54
6,1,4880,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,5,3,,1,,4,99,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,4,3,6,8,,2,0.67
6,1,4878,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,9,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,3,3,6,3,,1,0.67
6,1,4870,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,5,,1,,3,2,0,0,1,0,0,0,0,0,0,0,0,0,,1,2,2,2,3,6,8,,2,0.67
6,1,4870,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,6,1,4,3,6,3,,2,0.67
6,1,4870,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,10,5,,2,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,,1,5,1,3,2,6,8,,2,0.67
6,1,4869,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,4,2,0,0,0,1,0,0,0,0,0,0,0,0,,2,6,1,3,3,6,8,,2,0.67
6,1,4817,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,0,0,0,1,0,0,0,0,0,0,,1,4,1,4,3,6,7,,2,0.67
6,1,4817,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,1,0,0,0,0,0,0,,2,4,2,4,4,6,8,,2,0.67
6,1,4814,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,8,1,,1,,3,99,0,1,0,0,0,1,0,0,0,0,0,0,,1,3,1,3,2,6,8,,2,0.67
6,1,4814,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,2,1,4,2,0,1,0,0,0,1,0,0,0,0,0,0,,1,4,1,4,4,6,6,,2,0.67
6,1,4810,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,99,3,1,4,3,6,8,,2,0.67
6,1,4809,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,,,4,8,,2,0.67
